activity_id,account_id,rep_id,activity_type,activity_date
AC0000543,A00035,rep_014,Follow-up,2024-05-28
AC0000544,A00168,rep_019,Follow-up,2024-11-21
AC0000545,A00018,rep_018,Email,2024-05-01
AC0000546,A00048,rep_011,Demo,2024-05-29
AC0000547,A00187,rep_001,Meeting,2025-02-27
AC0000548,A00106,rep_010,Email,2025-10-14
AC0000549,A00190,rep_009,Call,2024-07-11
AC0000550,A00028,rep_005,Call,2025-09-18
AC0000551,A00158,rep_009,Email,2025-09-19
AC0000552,A00060,rep_020,Call,2025-12-04
AC0000553,A00007,rep_012,Call,2025-05-03
AC0000554,A00035,rep_017,Demo,2025-04-25
AC0000555,A00183,rep_012,Call,2025-01-31
AC0000556,A00126,rep_016,Call,2024-07-16
AC0000557,A00058,rep_002,Email,2024-01-16
AC0000558,A00070,rep_014,Call,2025-11-18
AC0000559,A00052,rep_007,Call,2025-03-25
AC0000560,A00158,rep_016,Meeting,2025-04-13
AC0000561,A00064,rep_014,Email,2024-02-12
AC0000562,A00156,rep_013,Meeting,2025-02-07
AC0000563,A00157,rep_019,Email,2025-06-21
AC0000564,A00165,rep_002,Email,2025-04-07
AC0000565,A00117,rep_002,Demo,2024-09-08
AC0000566,A00133,rep_018,Email,2024-02-10
AC0000567,A00143,rep_013,Email,2025-10-07
AC0000568,A00013,rep_007,Call,2025-02-11
AC0000569,A00078,rep_010,Email,2025-03-08
AC0000570,A00076,rep_020,Follow-up,2025-12-07
AC0000571,A00133,rep_005,Email,2025-10-23
AC0000572,A00116,rep_003,Meeting,2024-04-25
AC0000573,A00047,rep_019,Follow-up,2025-12-13
AC0000574,A00140,rep_005,Email,2024-11-27
AC0000575,A00116,rep_001,Call,2025-08-27
AC0000576,A00183,rep_007,Demo,2024-04-02
AC0000577,A00065,rep_011,Meeting,2025-12-29
AC0000578,A00042,rep_004,Call,2025-12-24
AC0000579,A00116,rep_012,Call,2025-12-25
AC0000580,A00099,rep_017,Email,2024-06-12
AC0000581,A00097,rep_018,Email,2024-06-23
AC0000582,A00086,rep_019,Demo,2024-06-02
AC0000583,A00042,rep_005,Call,2025-12-30
AC0000584,A00014,rep_014,Email,2025-04-01
AC0000585,A00074,rep_006,Call,2024-05-14
AC0000586,A00052,rep_001,Email,2024-09-16
AC0000587,A00004,rep_015,Email,2025-05-25
AC0000588,A00140,rep_001,Email,2025-05-20
AC0000589,A00061,rep_007,Email,2025-05-02
AC0000590,A00117,rep_014,Email,2025-09-07
AC0000591,A00154,rep_001,Call,2025-07-14
AC0000592,A00072,rep_020,Email,2024-07-31
AC0000593,A00013,rep_006,Call,2025-10-30
AC0000594,A00090,rep_002,Call,2024-02-03
AC0000595,A00171,rep_019,Demo,2024-11-01
AC0000596,A00085,rep_003,Call,2025-03-02
AC0000597,A00046,rep_006,Meeting,2025-09-17
AC0000598,A00170,rep_020,Email,2025-07-29
AC0000599,A00046,rep_015,Meeting,2025-01-03
AC0000600,A00010,rep_003,Meeting,2024-11-26
AC0000601,A00095,rep_013,Demo,2025-03-13
AC0000602,A00141,rep_003,Call,2024-05-17
AC0000603,A00032,rep_009,Email,2025-02-27
AC0000604,A00135,rep_007,Meeting,2025-09-18
AC0000605,A00015,rep_004,Email,2025-10-06
AC0000606,A00136,rep_003,Email,2025-12-06
AC0000607,A00155,rep_010,Email,2024-11-20
AC0000608,A00067,rep_017,Email,2025-09-30
AC0000609,A00091,rep_005,Email,2025-05-23
AC0000610,A00134,rep_016,Email,2024-07-03
AC0000611,A00157,rep_008,Meeting,2024-07-17
AC0000612,A00001,rep_004,Call,2025-10-02
AC0000613,A00031,rep_007,Meeting,2025-02-28
AC0000614,A00106,rep_002,Email,2025-07-27
AC0000615,A00164,rep_007,Call,2024-07-25
AC0000616,A00177,rep_010,Call,2024-03-10
AC0000617,A00079,rep_010,Email,2024-11-27
AC0000618,A00197,rep_001,Call,2024-12-07
AC0000619,A00088,rep_013,Meeting,2025-09-22
AC0000620,A00008,rep_006,Call,2024-12-12
AC0000621,A00173,rep_016,Follow-up,2024-02-06
AC0000622,A00166,rep_005,Email,2025-10-04
AC0000623,A00118,rep_018,Demo,2025-04-18
AC0000624,A00106,rep_002,Demo,2024-11-02
AC0000625,A00145,rep_011,Email,2024-01-20
AC0000626,A00054,rep_019,Meeting,2024-12-28
AC0000627,A00017,rep_005,Call,2024-02-01
AC0000628,A00087,rep_013,Email,2024-06-18
AC0000629,A00147,rep_020,Email,2025-09-01
AC0000630,A00030,rep_010,Meeting,2024-11-18
AC0000631,A00182,rep_002,Call,2024-03-29
AC0000632,A00128,rep_008,Email,2024-11-05
AC0000633,A00056,rep_017,Email,2024-04-24
AC0000634,A00096,rep_002,Meeting,2024-04-04
AC0000635,A00114,rep_017,Call,2025-05-09
AC0000636,A00129,rep_005,Call,2025-05-10
AC0000637,A00188,rep_017,Email,2024-12-01
AC0000638,A00037,rep_004,Demo,2025-06-12
AC0000639,A00174,rep_005,Call,2024-02-07
AC0000640,A00118,rep_013,Meeting,2025-06-18
AC0000641,A00030,rep_001,Email,2024-02-15
AC0000642,A00176,rep_020,Demo,2024-12-07
AC0000643,A00120,rep_002,Call,2025-11-05
AC0000644,A00191,rep_010,Call,2024-11-15
AC0000645,A00164,rep_007,Email,2024-07-16
AC0000646,A00074,rep_009,Email,2025-03-27
AC0000647,A00172,rep_004,Call,2024-06-10
AC0000648,A00071,rep_004,Call,2025-09-29
AC0000649,A00144,rep_017,Call,2025-07-09
AC0000650,A00090,rep_018,Email,2024-05-24
AC0000651,A00181,rep_010,Email,2024-06-24
AC0000652,A00019,rep_010,Email,2024-12-12
AC0000653,A00139,rep_015,Call,2024-01-30
AC0000654,A00121,rep_002,Call,2024-02-25
AC0000655,A00023,rep_014,Email,2025-12-22
AC0000656,A00153,rep_019,Email,2025-12-07
AC0000657,A00180,rep_015,Email,2024-11-15
AC0000658,A00086,rep_007,Meeting,2025-11-17
AC0000659,A00137,rep_003,Follow-up,2025-04-21
AC0000660,A00146,rep_005,Call,2025-12-16
AC0000661,A00120,rep_004,Email,2025-12-01
AC0000662,A00165,rep_015,Email,2024-08-17
AC0000663,A00037,rep_020,Call,2025-01-07
AC0000664,A00101,rep_006,Meeting,2025-11-12
AC0000665,A00085,rep_011,Email,2024-01-31
AC0000666,A00017,rep_016,Call,2025-05-05
AC0000667,A00119,rep_006,Call,2024-12-22
AC0000668,A00155,rep_019,Call,2024-04-15
AC0000669,A00104,rep_004,Email,2025-10-27
AC0000670,A00019,rep_010,Email,2025-02-14
AC0000671,A00152,rep_014,Call,2024-09-06
AC0000672,A00141,rep_006,Follow-up,2025-01-28
AC0000673,A00017,rep_011,Call,2025-12-11
AC0000674,A00152,rep_014,Meeting,2025-03-21
AC0000675,A00146,rep_011,Email,2024-08-29
AC0000676,A00045,rep_003,Meeting,2025-12-29
AC0000677,A00147,rep_016,Call,2025-09-02
AC0000678,A00119,rep_011,Email,2025-03-31
AC0000679,A00046,rep_010,Follow-up,2024-03-12
AC0000680,A00154,rep_004,Meeting,2025-09-02
AC0000681,A00198,rep_013,Email,2025-10-22
AC0000682,A00170,rep_002,Call,2024-05-22
AC0000683,A00149,rep_001,Meeting,2025-11-07
AC0000684,A00039,rep_015,Email,2025-02-03
AC0000685,A00158,rep_019,Email,2024-07-29
AC0000686,A00175,rep_011,Call,2025-11-26
AC0000687,A00078,rep_014,Meeting,2024-12-18
AC0000688,A00023,rep_019,Call,2025-06-06
AC0000689,A00104,rep_005,Demo,2024-03-04
AC0000690,A00095,rep_018,Follow-up,2024-01-01
AC0000691,A00181,rep_018,Demo,2025-01-02
AC0000692,A00029,rep_010,Demo,2024-08-28
AC0000693,A00111,rep_019,Email,2024-11-21
AC0000694,A00183,rep_013,Email,2025-03-21
AC0000695,A00140,rep_007,Meeting,2025-05-01
AC0000696,A00036,rep_007,Email,2025-01-03
AC0000697,A00107,rep_005,Call,2025-11-17
AC0000698,A00033,rep_005,Call,2025-10-25
AC0000699,A00005,rep_005,Meeting,2025-05-13
AC0000700,A00169,rep_014,Follow-up,2024-05-19
AC0000701,A00022,rep_005,Email,2025-03-01
AC0000702,A00117,rep_020,Follow-up,2025-09-30
AC0000703,A00047,rep_015,Email,2025-07-19
AC0000704,A00116,rep_013,Email,2024-07-09
AC0000705,A00109,rep_020,Call,2025-05-25
AC0000706,A00188,rep_008,Meeting,2024-10-02
AC0000707,A00106,rep_018,Email,2024-02-04
AC0000708,A00010,rep_019,Email,2025-01-12
AC0000709,A00029,rep_019,Email,2025-12-08
AC0000710,A00021,rep_005,Meeting,2025-06-23
AC0000711,A00193,rep_009,Email,2024-03-21
AC0000712,A00134,rep_020,Call,2025-04-28
AC0000713,A00162,rep_003,Meeting,2025-07-06
AC0000714,A00149,rep_010,Email,2024-12-17
AC0000715,A00137,rep_001,Email,2025-06-08
AC0000716,A00121,rep_019,Meeting,2025-03-07
AC0000717,A00091,rep_010,Call,2024-02-06
AC0000718,A00178,rep_020,Meeting,2025-07-31
AC0000719,A00067,rep_002,Email,2025-08-15
AC0000720,A00044,rep_019,Call,2024-10-25
AC0000721,A00189,rep_020,Call,2025-05-11
AC0000722,A00022,rep_005,Email,2024-10-11
AC0000723,A00065,rep_005,Email,2024-10-08
AC0000724,A00066,rep_001,Meeting,2025-09-10
AC0000725,A00045,rep_019,Meeting,2025-11-05
AC0000726,A00115,rep_012,Demo,2024-09-24
AC0000727,A00180,rep_008,Email,2025-06-24
AC0000728,A00009,rep_011,Follow-up,2024-05-28
AC0000729,A00153,rep_005,Demo,2025-02-26
AC0000730,A00198,rep_013,Call,2025-03-26
AC0000731,A00186,rep_006,Call,2024-12-19
AC0000732,A00014,rep_009,Meeting,2024-04-28
AC0000733,A00014,rep_006,Email,2025-05-02
AC0000734,A00078,rep_016,Meeting,2025-06-29
AC0000735,A00060,rep_013,Meeting,2025-02-03
AC0000736,A00122,rep_009,Call,2025-03-21
AC0000737,A00004,rep_010,Follow-up,2025-04-04
AC0000738,A00098,rep_011,Follow-up,2025-11-30
AC0000739,A00011,rep_004,Follow-up,2025-10-14
AC0000740,A00091,rep_014,Email,2025-10-29
AC0000741,A00070,rep_011,Call,2024-04-10
AC0000742,A00066,rep_019,Email,2025-11-22
AC0000743,A00192,rep_008,Meeting,2025-08-25
AC0000744,A00198,rep_007,Email,2025-11-24
AC0000745,A00177,rep_006,Email,2024-01-11
AC0000746,A00173,rep_001,Demo,2024-01-13
AC0000747,A00106,rep_004,Email,2025-12-02
AC0000748,A00115,rep_012,Call,2024-10-17
AC0000749,A00065,rep_007,Call,2025-09-26
AC0000750,A00024,rep_002,Follow-up,2025-11-03
AC0000751,A00056,rep_020,Email,2025-12-26
AC0000752,A00031,rep_003,Demo,2024-05-13
AC0000753,A00097,rep_019,Demo,2024-07-08
AC0000754,A00029,rep_006,Call,2025-04-23
AC0000755,A00170,rep_003,Email,2024-10-10
AC0000756,A00197,rep_014,Meeting,2025-11-14
AC0000757,A00198,rep_011,Call,2024-03-16
AC0000758,A00071,rep_002,Email,2024-12-06
AC0000759,A00016,rep_009,Follow-up,2024-09-28
AC0000760,A00046,rep_015,Call,2024-07-24
AC0000761,A00157,rep_013,Call,2025-05-18
AC0000762,A00028,rep_005,Email,2025-03-17
AC0000763,A00056,rep_020,Email,2025-03-28
AC0000764,A00184,rep_009,Call,2024-03-15
AC0000765,A00019,rep_019,Meeting,2025-04-01
AC0000766,A00005,rep_016,Call,2025-10-17
AC0000767,A00001,rep_002,Meeting,2024-09-29
AC0000768,A00039,rep_011,Follow-up,2025-08-11
AC0000769,A00001,rep_017,Meeting,2025-05-17
AC0000770,A00123,rep_014,Email,2024-03-12
AC0000771,A00139,rep_008,Call,2025-12-06
AC0000772,A00200,rep_016,Call,2025-07-02
AC0000773,A00092,rep_011,Meeting,2025-02-14
AC0000774,A00015,rep_003,Email,2024-12-14
AC0000775,A00021,rep_015,Meeting,2024-10-23
AC0000776,A00166,rep_007,Call,2024-02-10
AC0000777,A00099,rep_007,Call,2025-02-03
AC0000778,A00028,rep_012,Email,2025-10-09
AC0000779,A00113,rep_007,Call,2024-07-16
AC0000780,A00007,rep_019,Call,2025-02-02
AC0000781,A00017,rep_018,Email,2025-05-26
AC0000782,A00137,rep_015,Follow-up,2024-01-17
AC0000783,A00010,rep_011,Call,2024-02-13
AC0000784,A00104,rep_004,Call,2025-10-31
AC0000785,A00171,rep_017,Email,2025-11-25
AC0000786,A00138,rep_005,Meeting,2024-08-26
AC0000787,A00019,rep_002,Meeting,2025-05-15
AC0000788,A00168,rep_001,Email,2025-09-25
AC0000789,A00012,rep_008,Meeting,2024-05-13
AC0000790,A00004,rep_006,Email,2024-11-10
AC0000791,A00025,rep_015,Email,2025-08-28
AC0000792,A00017,rep_004,Call,2025-09-01
AC0000793,A00158,rep_008,Call,2024-07-26
AC0000794,A00110,rep_011,Demo,2025-11-25
AC0000795,A00103,rep_011,Call,2025-12-01
AC0000796,A00148,rep_018,Call,2024-08-06
AC0000797,A00196,rep_002,Email,2024-12-09
AC0000798,A00017,rep_004,Call,2025-03-01
AC0000799,A00044,rep_012,Email,2025-03-25
AC0000800,A00063,rep_019,Call,2024-04-12
AC0000801,A00162,rep_020,Email,2024-06-10
AC0000802,A00005,rep_016,Call,2024-01-08
AC0000803,A00046,rep_003,Meeting,2025-08-30
AC0000804,A00073,rep_014,Meeting,2025-05-02
AC0000805,A00178,rep_005,Call,2025-10-17
AC0000806,A00070,rep_017,Email,2024-09-01
AC0000807,A00045,rep_020,Meeting,2025-09-02
AC0000808,A00047,rep_016,Email,2024-03-31
AC0000809,A00161,rep_010,Email,2024-01-05
AC0000810,A00143,rep_008,Call,2025-06-26
AC0000811,A00025,rep_020,Email,2025-07-06
AC0000812,A00130,rep_008,Email,2025-10-03
AC0000813,A00169,rep_007,Call,2024-07-17
AC0000814,A00029,rep_005,Meeting,2025-04-30
AC0000815,A00128,rep_006,Call,2024-02-14
AC0000816,A00014,rep_012,Call,2025-03-21
AC0000817,A00065,rep_011,Email,2025-04-09
AC0000818,A00012,rep_004,Meeting,2025-07-04
AC0000819,A00046,rep_006,Meeting,2025-05-11
AC0000820,A00132,rep_004,Call,2024-08-28
AC0000821,A00185,rep_015,Email,2024-11-29
AC0000822,A00108,rep_007,Meeting,2024-11-29
AC0000823,A00059,rep_004,Email,2024-04-10
AC0000824,A00061,rep_014,Demo,2025-01-19
AC0000825,A00057,rep_003,Email,2025-05-11
AC0000826,A00014,rep_014,Call,2025-09-16
AC0000827,A00117,rep_006,Email,2024-05-19
AC0000828,A00118,rep_007,Email,2024-10-03
AC0000829,A00052,rep_011,Call,2025-12-09
AC0000830,A00146,rep_002,Call,2024-04-23
AC0000831,A00120,rep_015,Email,2024-12-17
AC0000832,A00057,rep_010,Email,2025-10-15
AC0000833,A00157,rep_006,Email,2025-07-20
AC0000834,A00059,rep_003,Email,2025-06-18
AC0000835,A00126,rep_007,Email,2025-04-18
AC0000836,A00072,rep_001,Meeting,2024-09-09
AC0000837,A00064,rep_011,Email,2024-08-15
AC0000838,A00152,rep_005,Follow-up,2024-01-06
AC0000839,A00107,rep_002,Call,2025-04-26
AC0000840,A00188,rep_017,Call,2025-06-27
AC0000841,A00101,rep_016,Demo,2025-12-14
AC0000842,A00026,rep_015,Email,2024-03-26
AC0000843,A00143,rep_001,Meeting,2025-02-20
AC0000844,A00056,rep_005,Email,2024-09-01
AC0000845,A00166,rep_003,Call,2025-11-16
AC0000846,A00079,rep_006,Meeting,2025-08-07
AC0000847,A00192,rep_019,Call,2025-04-10
AC0000848,A00119,rep_005,Demo,2025-02-19
AC0000849,A00048,rep_012,Email,2025-12-21
AC0000850,A00163,rep_001,Demo,2024-03-13
AC0000851,A00099,rep_011,Email,2024-10-30
AC0000852,A00110,rep_009,Meeting,2025-09-19
AC0000853,A00139,rep_019,Meeting,2025-12-02
AC0000854,A00021,rep_020,Demo,2024-02-26
AC0000855,A00132,rep_012,Demo,2024-04-23
AC0000856,A00099,rep_012,Email,2024-02-11
AC0000857,A00094,rep_012,Call,2025-07-26
AC0000858,A00181,rep_003,Email,2024-07-28
AC0000859,A00036,rep_011,Call,2024-04-26
AC0000860,A00167,rep_016,Meeting,2025-08-17
AC0000861,A00180,rep_007,Meeting,2024-08-18
AC0000862,A00083,rep_012,Demo,2025-05-30
AC0000863,A00175,rep_014,Call,2024-03-05
AC0000864,A00096,rep_012,Email,2025-05-28
AC0000865,A00135,rep_004,Email,2025-06-28
AC0000866,A00174,rep_018,Demo,2025-04-07
AC0000867,A00159,rep_012,Meeting,2025-12-10
AC0000868,A00017,rep_007,Demo,2025-04-13
AC0000869,A00023,rep_003,Email,2024-07-02
AC0000870,A00074,rep_003,Call,2024-10-09
AC0000871,A00029,rep_005,Email,2024-07-28
AC0000872,A00134,rep_001,Call,2025-11-29
AC0000873,A00139,rep_005,Email,2025-03-06
AC0000874,A00114,rep_001,Call,2024-03-05
AC0000875,A00006,rep_008,Demo,2025-06-16
AC0000876,A00166,rep_011,Email,2024-12-17
AC0000877,A00168,rep_011,Email,2025-11-12
AC0000878,A00179,rep_017,Demo,2025-03-31
AC0000879,A00118,rep_010,Email,2024-11-09
AC0000880,A00044,rep_009,Call,2025-01-15
AC0000881,A00074,rep_002,Call,2024-10-18
AC0000882,A00117,rep_006,Email,2024-06-13
AC0000883,A00183,rep_018,Call,2024-06-28
AC0000884,A00182,rep_005,Call,2024-04-29
AC0000885,A00011,rep_011,Email,2025-03-27
AC0000886,A00067,rep_012,Call,2025-07-29
AC0000887,A00182,rep_002,Meeting,2024-12-18
AC0000888,A00038,rep_012,Email,2024-06-15
AC0000889,A00137,rep_010,Call,2024-01-26
AC0000890,A00104,rep_016,Meeting,2025-04-14
AC0000891,A00082,rep_005,Call,2025-07-13
AC0000892,A00130,rep_011,Email,2024-10-29
AC0000893,A00122,rep_010,Follow-up,2025-08-10
AC0000894,A00171,rep_005,Meeting,2025-03-28
AC0000895,A00087,rep_004,Meeting,2024-02-11
AC0000896,A00036,rep_018,Call,2024-01-26
AC0000897,A00103,rep_020,Demo,2025-04-01
AC0000898,A00092,rep_003,Email,2025-09-14
AC0000899,A00165,rep_007,Email,2024-08-15
AC0000900,A00197,rep_009,Call,2024-03-26
AC0000901,A00138,rep_015,Meeting,2024-03-30
AC0000902,A00132,rep_013,Call,2024-11-21
AC0000903,A00155,rep_020,Email,2024-02-27
AC0000904,A00171,rep_012,Email,2025-03-13
AC0000905,A00095,rep_013,Email,2024-10-18
AC0000906,A00089,rep_012,Email,2025-04-01
AC0000907,A00144,rep_003,Call,2025-03-30
AC0000908,A00190,rep_014,Demo,2024-10-22
AC0000909,A00042,rep_014,Meeting,2025-02-28
AC0000910,A00036,rep_019,Email,2024-05-27
AC0000911,A00054,rep_010,Email,2025-06-21
AC0000912,A00086,rep_003,Follow-up,2025-08-27
AC0000913,A00194,rep_013,Call,2025-02-23
AC0000914,A00164,rep_009,Email,2025-07-23
AC0000915,A00119,rep_019,Meeting,2024-05-20
AC0000916,A00052,rep_006,Demo,2024-10-23
AC0000917,A00142,rep_016,Call,2024-11-05
AC0000918,A00150,rep_010,Email,2025-04-19
AC0000919,A00058,rep_001,Meeting,2024-06-06
AC0000920,A00068,rep_010,Follow-up,2025-10-13
AC0000921,A00121,rep_004,Meeting,2024-10-21
AC0000922,A00107,rep_006,Email,2025-12-05
AC0000923,A00166,rep_008,Call,2024-10-10
AC0000924,A00127,rep_003,Email,2025-01-05
AC0000925,A00149,rep_016,Email,2024-09-21
AC0000926,A00161,rep_016,Follow-up,2024-05-02
AC0000927,A00096,rep_017,Meeting,2024-01-18
AC0000928,A00067,rep_006,Email,2024-05-29
AC0000929,A00082,rep_015,Demo,2024-05-18
AC0000930,A00092,rep_006,Call,2025-01-04
AC0000931,A00108,rep_012,Call,2024-10-25
AC0000932,A00136,rep_003,Email,2025-10-05
AC0000933,A00047,rep_004,Email,2024-06-20
AC0000934,A00140,rep_011,Demo,2025-12-02
AC0000935,A00078,rep_009,Meeting,2025-12-05
AC0000936,A00093,rep_004,Email,2024-12-26
AC0000937,A00037,rep_001,Call,2024-10-15
AC0000938,A00096,rep_016,Email,2024-06-15
AC0000939,A00027,rep_007,Call,2024-08-14
AC0000940,A00049,rep_018,Email,2025-06-22
AC0000941,A00137,rep_018,Meeting,2024-04-26
AC0000942,A00107,rep_015,Follow-up,2024-04-29
AC0000943,A00034,rep_001,Email,2024-11-15
AC0000944,A00177,rep_012,Call,2025-03-28
AC0000945,A00153,rep_017,Meeting,2024-12-16
AC0000946,A00045,rep_010,Call,2024-05-01
AC0000947,A00057,rep_005,Demo,2024-05-25
AC0000948,A00177,rep_008,Email,2024-08-02
AC0000949,A00034,rep_003,Email,2024-04-24
AC0000950,A00020,rep_001,Meeting,2025-03-17
AC0000951,A00011,rep_007,Call,2025-11-06
AC0000952,A00132,rep_019,Call,2024-05-01
AC0000953,A00065,rep_002,Call,2025-11-14
AC0000954,A00003,rep_004,Meeting,2025-09-08
AC0000955,A00053,rep_019,Follow-up,2024-07-08
AC0000956,A00172,rep_012,Call,2024-05-29
AC0000957,A00192,rep_009,Follow-up,2024-12-22
AC0000958,A00091,rep_006,Demo,2025-09-19
AC0000959,A00062,rep_017,Email,2024-04-11
AC0000960,A00149,rep_001,Email,2024-07-15
AC0000961,A00073,rep_006,Follow-up,2025-07-04
AC0000962,A00002,rep_004,Follow-up,2025-05-31
AC0000963,A00182,rep_016,Email,2025-08-26
AC0000964,A00048,rep_015,Meeting,2024-04-19
AC0000965,A00047,rep_012,Follow-up,2025-03-10
AC0000966,A00055,rep_017,Call,2024-04-25
AC0000967,A00195,rep_011,Call,2024-04-22
AC0000968,A00134,rep_005,Email,2025-01-04
AC0000969,A00181,rep_010,Email,2024-02-11
AC0000970,A00022,rep_011,Email,2025-01-29
AC0000971,A00073,rep_015,Email,2024-11-15
AC0000972,A00176,rep_015,Call,2025-02-21
AC0000973,A00075,rep_014,Call,2024-03-12
AC0000974,A00122,rep_012,Call,2025-11-21
AC0000975,A00126,rep_004,Email,2025-06-19
AC0000976,A00169,rep_003,Call,2025-02-08
AC0000977,A00103,rep_019,Follow-up,2024-06-21
AC0000978,A00017,rep_012,Follow-up,2024-12-12
AC0000979,A00052,rep_020,Demo,2025-02-17
AC0000980,A00032,rep_008,Demo,2025-05-26
AC0000981,A00072,rep_019,Email,2025-10-21
AC0000982,A00103,rep_012,Email,2025-09-09
AC0000983,A00104,rep_016,Email,2024-05-30
AC0000984,A00197,rep_015,Call,2024-09-13
AC0000985,A00126,rep_016,Call,2024-05-17
AC0000986,A00008,rep_004,Meeting,2024-03-10
AC0000987,A00128,rep_001,Follow-up,2025-01-26
AC0000988,A00155,rep_011,Call,2025-09-28
AC0000989,A00160,rep_004,Meeting,2025-11-07
AC0000990,A00193,rep_017,Meeting,2025-04-22
AC0000991,A00052,rep_010,Meeting,2025-05-17
AC0000992,A00130,rep_009,Email,2025-07-07
AC0000993,A00140,rep_001,Follow-up,2024-02-02
AC0000994,A00111,rep_004,Email,2024-11-18
AC0000995,A00097,rep_015,Email,2024-02-03
AC0000996,A00046,rep_018,Meeting,2024-11-06
AC0000997,A00181,rep_006,Email,2024-05-17
AC0000998,A00080,rep_013,Email,2024-04-22
AC0000999,A00146,rep_016,Meeting,2025-12-02
AC0001000,A00139,rep_019,Email,2025-07-29
AC0001001,A00041,rep_017,Call,2024-09-26
AC0001002,A00127,rep_019,Follow-up,2025-09-23
AC0001003,A00174,rep_012,Meeting,2024-10-18
AC0001004,A00083,rep_002,Call,2024-02-16
AC0001005,A00033,rep_012,Email,2025-08-20
AC0001006,A00007,rep_011,Email,2025-03-14
AC0001007,A00089,rep_012,Email,2024-02-27
AC0001008,A00170,rep_008,Call,2025-10-25
AC0001009,A00080,rep_019,Call,2025-12-05
AC0001010,A00017,rep_010,Call,2024-06-22
AC0001011,A00006,rep_018,Email,2025-04-16
AC0001012,A00169,rep_014,Email,2025-03-07
AC0001013,A00069,rep_001,Meeting,2025-08-25
AC0001014,A00006,rep_011,Email,2025-02-03
AC0001015,A00083,rep_019,Call,2025-05-15
AC0001016,A00026,rep_007,Email,2025-05-29
AC0001017,A00196,rep_011,Call,2024-11-02
AC0001018,A00094,rep_014,Call,2025-10-12
AC0001019,A00020,rep_018,Call,2024-09-28
AC0001020,A00013,rep_010,Follow-up,2025-02-15
AC0001021,A00058,rep_020,Meeting,2024-04-04
AC0001022,A00184,rep_019,Call,2024-12-10
AC0001023,A00070,rep_003,Email,2025-06-27
AC0001024,A00122,rep_014,Call,2024-03-19
AC0001025,A00167,rep_010,Email,2024-11-03
AC0001026,A00111,rep_018,Email,2025-02-28
AC0001027,A00103,rep_009,Email,2025-04-09
AC0001028,A00172,rep_018,Call,2024-01-20
AC0001029,A00161,rep_017,Demo,2025-08-13
AC0001030,A00128,rep_007,Meeting,2025-04-23
AC0001031,A00069,rep_018,Demo,2025-03-20
AC0001032,A00145,rep_002,Email,2025-01-08
AC0001033,A00119,rep_005,Call,2025-12-02
AC0001034,A00196,rep_010,Demo,2025-02-24
AC0001035,A00082,rep_003,Email,2025-02-26
AC0001036,A00069,rep_010,Email,2024-09-19
AC0001037,A00176,rep_020,Call,2024-09-01
AC0001038,A00030,rep_005,Call,2024-09-08
AC0001039,A00080,rep_015,Email,2025-03-22
AC0001040,A00109,rep_002,Call,2024-10-06
AC0001041,A00035,rep_001,Call,2024-10-11
AC0001042,A00169,rep_018,Call,2024-02-13
AC0001043,A00185,rep_016,Meeting,2024-02-26
AC0001044,A00022,rep_011,Email,2024-03-06
AC0001045,A00105,rep_012,Meeting,2024-04-02
AC0001046,A00102,rep_005,Call,2025-08-07
AC0001047,A00189,rep_017,Follow-up,2025-06-18
AC0001048,A00171,rep_019,Follow-up,2025-06-21
AC0001049,A00065,rep_016,Demo,2024-08-31
AC0001050,A00154,rep_004,Meeting,2024-11-16
AC0001051,A00085,rep_019,Meeting,2024-08-29
AC0001052,A00109,rep_007,Call,2024-06-28
AC0001053,A00055,rep_009,Email,2024-09-17
AC0001054,A00151,rep_002,Email,2025-01-18
AC0001055,A00180,rep_004,Email,2025-03-09
AC0001056,A00122,rep_008,Follow-up,2024-05-28
AC0001057,A00093,rep_016,Meeting,2024-11-11
AC0001058,A00006,rep_020,Call,2025-11-09
AC0001059,A00014,rep_008,Call,2025-01-28
AC0001060,A00080,rep_012,Follow-up,2025-12-02
AC0001061,A00032,rep_018,Demo,2025-03-29
AC0001062,A00100,rep_001,Follow-up,2025-02-06
AC0001063,A00066,rep_010,Call,2024-08-29
AC0001064,A00077,rep_007,Demo,2024-06-13
AC0001065,A00113,rep_011,Demo,2025-10-21
AC0001066,A00105,rep_002,Call,2024-03-23
AC0001067,A00200,rep_016,Email,2025-02-26
AC0001068,A00086,rep_014,Demo,2024-04-12
AC0001069,A00042,rep_009,Email,2024-12-26
AC0001070,A00108,rep_020,Meeting,2025-07-14
AC0001071,A00189,rep_011,Email,2024-01-29
AC0001072,A00196,rep_002,Email,2024-07-07
AC0001073,A00162,rep_015,Meeting,2024-05-19
AC0001074,A00001,rep_013,Call,2024-11-08
AC0001075,A00081,rep_019,Call,2024-06-10
AC0001076,A00064,rep_017,Meeting,2025-10-26
AC0001077,A00196,rep_005,Demo,2025-12-03
AC0001078,A00106,rep_011,Email,2024-05-16
AC0001079,A00067,rep_006,Meeting,2024-12-01
AC0001080,A00073,rep_007,Call,2025-01-11
AC0001081,A00047,rep_013,Demo,2025-08-07
AC0001082,A00058,rep_001,Follow-up,2025-07-25
AC0001083,A00166,rep_020,Email,2024-04-01
AC0001084,A00119,rep_007,Call,2024-06-21
AC0001085,A00013,rep_013,Email,2025-09-06
AC0001086,A00067,rep_005,Call,2025-01-11
